outcome,bidder_id,payment_account,address
1,c8f537f6bb0aa2d45da541a875f014358qm7p,a3d2de7675556553a5f08e4c88d2c228avrrr,ca8d4b018cb62966eebb2974f5a83b4flnsno
0,96caf14832aa8be04d98aa481b320392kb2gc,a3d2de7675556553a5f08e4c88d2c2289dv90,3ea8934f6420f2952b07073c35d35b9bzf37n
1,aaa686462ebb950550fc1c6136ffb273vkrc5,a3d2de7675556553a5f08e4c88d2c2286ehkq,07b8bf2a239664db3e50cc0e5cade252ewn6d
1,6e848149cabc4434155aacb610fb20de6vq5b,a3d2de7675556553a5f08e4c88d2c2280r4r8,e23d9777cddc347de82d839b2e54b22et4a3t
0,dcc5a79317a22bd0f6dca1f60fc866a8bei1d,1fb6f565cddde10e37f410e59a8c2e6amsvsf,14773187b3fdd23b60a575ef0138bdc68hfh5
0,96b7bb4238e7ebb439d81d63db4c2796aoofv,0c81556fff9745a5219c548c083a291fwmhqg,61e68dcd870c54d90dca45e313cef13ct4rf6
0,69e97e52dd6428671f46f2ab6567172d8mfar,a3d2de7675556553a5f08e4c88d2c228nnqvc,e50e335b1185b52684af57adec054b602f7co
0,5106dcca581b63cf2226110a9048ee4846sxb,a3d2de7675556553a5f08e4c88d2c228r70ik,3ecc4d4da344977005a977f5713fca69njf5y
0,4955e2c318d0bdca797ce17794ba18fblhaau,a3d2de7675556553a5f08e4c88d2c228768xl,2a96c3ce94b3be921e0296097b88b56agct4y
0,317d3e44b2bcfdd7293b84f82f44b8e31hx1r,a3d2de7675556553a5f08e4c88d2c228vkmlj,91f73ae806f40de19bdd494ae72575c7zl21d
1,6bdb40330295fb3abd4647808c319d29pb29n,a3d2de7675556553a5f08e4c88d2c228xx5eg,794abfcfc9a51569c6415a61a319b35295ssk
0,fdad47d27b793b74470086c35333d4fepycsl,a3d2de7675556553a5f08e4c88d2c228josxj,2ae108c0128208ead3f6e705f6850e1a6oc7e
0,698da938f6fc36305616aa6f8affd53fobj5y,b8ac97f1aac36b719a62224e12ac4efevwdkr,4a5b3fb8bc7398a02cdbdc3a8887fcadku64r
1,fae553f133602fba6e9e6051dfb27fefkruax,a3d2de7675556553a5f08e4c88d2c228xsfa5,a3d2de7675556553a5f08e4c88d2c2288cnnj
0,cd8f738dfa2ea0554baa3dfc4465cdb8izun1,cff7f50d2de4d57667b50c7bf37908e3bomaf,98c4609479faa83382006270ea935899jq9z8
1,68d468e15e0de0bab9694cdca8e799eb2j8kn,a3d2de7675556553a5f08e4c88d2c228vf08k,767150cd5a97ed796bfc58456f5500250dsv7
1,c0e3343070766b359c664f93ca65040b6bh2k,17561e2b883803611f0db070f9e9362dbqvof,4325ea08daddec8318dd08862667572985v7v
1,c600968815fc32b20e0519ecfce5b648en2wo,a3d2de7675556553a5f08e4c88d2c228owjlh,1eb2976fca8a5bee9a95d7252e3ce7bfg2c25
0,2797fe80977297483e724b8390161c937dh4g,a3d2de7675556553a5f08e4c88d2c228f69er,a3d2de7675556553a5f08e4c88d2c228i11gn
0,53856dce9187b16f2cf5e4e58f5d0397h7tz6,a3d2de7675556553a5f08e4c88d2c228pptid,abb28c73c734013283dab22d5912350azgwqw
1,52d8066e28f168e5bee769559ead307e1go7e,f33942502654584b5e7c6fc8cdc5ca6a6a8r2,62f961e661aa27c8b6b4726537f4209c0jool
1,f2f10539ed947e4b141b2e9bf21af65ecz4f7,a3d2de7675556553a5f08e4c88d2c22811rr7,8140268ae414837d66cbd6a79d272ef3gpoio
0,5960fc711b544e2617d0f76360b69e2afds2b,a3d2de7675556553a5f08e4c88d2c228nklqc,8c8f283eb0df2be96fd28308c16ac9abn8nn9
1,a0660fe8a46b9cb6b02e7b0c50eef6a905vt6,0e3b36cad5d1bd049eb5bf07d08957e06y8av,5b31302740f80fe455bc6e87dabe1c68lc740
0,5bbc8f66464ec2d962b0360d1d74bf67imj47,a3d2de7675556553a5f08e4c88d2c228nxi1v,a3d2de7675556553a5f08e4c88d2c228kukux
0,12d6239a92972a35bc990225b3ab33466znm8,a3d2de7675556553a5f08e4c88d2c228vmub2,15377fd75760546b111f7cfc5d3b7ea3v9dfw
0,874f882f7efff96263e9b555415aac36dsxry,a3d2de7675556553a5f08e4c88d2c228hjswb,cec7849ebb5251484203d16efd34b76ftqc5i
1,37bb1697e1c3922a06c2d2ea4138a4c8s6wgk,a3d2de7675556553a5f08e4c88d2c2289narx,274a03538f87ee7ec8b091da1c4fa8fcnxf05
0,6e18a078182a21b8522bb69a822cc338in7rn,f2cc650fedae4d52095dcc1782e45a373owlb,4363bd110b8f6c1f9109b7d65b649ce0jumb5
0,49f4481b6bc2255e745ef20ac2a720754r9mp,a3d2de7675556553a5f08e4c88d2c228vi7qh,2a96c3ce94b3be921e0296097b88b56a0mfx3
0,88e24a019c32a60f2ff315a9d217ec33q144x,d52d7fa63030995f3c45af9a4e1d8b98aae4t,5c78ab161742591fbd7b6b921ee39636dw2cy
0,ef24ca4be7ccbd6ec68d4ea9f47c9e8ex1g09,a3d2de7675556553a5f08e4c88d2c2282g82j,eba3386f4f372e4bff29a15924328b47v8q2m
1,17a321c4a0d925ca80507effa52330ac5n5r7,9366947fbdda1fc29952043326a70b07z0n0q,a3d2de7675556553a5f08e4c88d2c228zf3p2
0,f80075873f7183a03b1b10ac3f740032v6w99,a3d2de7675556553a5f08e4c88d2c228p88hl,9e46fec7aa9d46d524cd3a859dba0c58grfsn
0,14d4e04d7ed150613974438a4dfd4e85dybq3,07ed0d8015f5a48bd186a07f3d16199dsjeui,dbd1190dd19462115568e721afba7801zpdwr
1,238808859d7752579a415e89a395500fh2o65,a3d2de7675556553a5f08e4c88d2c228evk1f,4fd51de375605e5dca2dc94413a72c4dod9gq
1,96b90af2d3eea4d3b2bc725e1c92e212qu52g,39ef2afbc0cde265550cafb40eb3fd8erzlrm,0e6dfa874409a90bc0fbf0d531475241cvw1o
1,6362c8d61774cfcb6ada7cea1be63678hxkfz,05c67ba7faaefff08b0a3c97742f1bc0kz457,eff9d6ada4c268930ee05a81ec4e9ebfjkw1v
0,14f226ef57ed64d8e14c8b5ae929143cgq3em,a3d2de7675556553a5f08e4c88d2c228prj4z,5ee8b5541eec3b36785699918beac041o1plz
1,c780bc2dc7ab83d5e5c85dd13f0f7fdecfxjq,a165c844ab870a708c54ca6e669f14d9c5pep,c98f3e2b040d17a891e74410dce9e13amfceu
1,0ad17aa9111f657d71cd3005599afc24fd44y,22cdb26663f071c00de61cc2dcde7b556rido,db147bf6056d00428b1bbf250c6e97594ewjy
1,022ac3a7ce986049d9a4bede83ccf9ddctvg6,57aec2c76d2db80cf61c2543d15ef9f82tplj,c57c64adcc43ce50d99f184d87981d87yz2di
0,ae45f9b94d86f931c84c94f3975e3d7bkv2r0,9582a40d50577333f498e3c6f6b0e9cbqvvld,40a05b122142822ca6ac84addc794cca8lt2o
1,e56f611f1157381f4b689ab34b574e791qhcn,05c67ba7faaefff08b0a3c97742f1bc0g4yli,eff9d6ada4c268930ee05a81ec4e9ebfnc1go
0,f28b5654b5633a0b5e3f757a16080116sjj1b,b5362d6abaa481b337afe115cf04dfdbf9jgr,d42ab60958d9aacc069a14a30e34752c99tjd
1,af9c96944265cf541b3fe734a057821a825l7,3e9073fb9219ceb4a1dc9dbb9e1acbe9dgj47,2367520c8d94e70f47f4e28e72004ef9kv3c5
0,08981037e7a6c9032716ff25b15c9de25p63s,400c3f5b082892a58189341e85a60fb075527,3bbc10833017e329e66c65d5cf903f5aicys3
1,8e05310a342aec93aaec69a638e83a96aqyo7,a3d2de7675556553a5f08e4c88d2c228lqjm5,794abfcfc9a51569c6415a61a319b352dqhyp
1,2d9579812895729581ce269ea17462197jxvy,a3d2de7675556553a5f08e4c88d2c228vknp9,ca8d4b018cb62966eebb2974f5a83b4fcmv7d
1,b6e52f37365cfeae9204a9f408b8c3a4idcs7,a3d2de7675556553a5f08e4c88d2c228nsxk4,4d90f2e709f1fc0810e5aef472dd3935abdln
1,9434778d2268f1fa2a8ede48c0cd05c097zey,ee3295c7b31a1e9116ebf0cf2df68ed1ac8ts,627fe7481f01372c02333477471cb237qt2vf
0,0589cf78c4bece729f0ac620557210e13no3n,a3d2de7675556553a5f08e4c88d2c228swrba,a3d2de7675556553a5f08e4c88d2c228uqbxv
1,42e631af9bd00e5e816f08eba3b102d5ch576,a3d2de7675556553a5f08e4c88d2c228yy66m,c268ac47bde5354c290a7374b3dd1c41p9ybt
1,041d869edcadf595b90e3b5248903183pn754,a3d2de7675556553a5f08e4c88d2c228fyp15,a3d2de7675556553a5f08e4c88d2c228elshv
0,aa1c013a1de168c611560ca2afe78111g8i6s,a5f52e3ff8adab7e58747ff5151f04805949s,65233315481c1bee6884d446ccc76fbernxei
0,b258a38ef4cc6ea241b5473ee9badd32ekhoy,a3d2de7675556553a5f08e4c88d2c2285odf9,8adb39c02032df1b9d0a655401ec3b5bbme5b
0,c5120d10a23eb0c10d56a19fecbf9da85t4ow,ed2464ad4deb577eaea378a506367496uzm9u,a3d2de7675556553a5f08e4c88d2c228m0tim
0,5c2b3f221cdf303df86ff1ffd7106fcco6pml,a3d2de7675556553a5f08e4c88d2c228viws4,a3d2de7675556553a5f08e4c88d2c228pdrbl
1,e268d06507859d78894a8f6e11995f48zls7t,a3d2de7675556553a5f08e4c88d2c228mgnnl,5238fb13da3ab773fcf837970118c2cd8r21k
0,2b429b9235bab2877cd93ac6d9fbc2d7tzwre,a3d2de7675556553a5f08e4c88d2c2288m3wz,18f4a795de88e75c411452ccfcb3dec634ghm
0,9b51afa3c3a736bdf93bd1f2a7b0a0903c34w,a3d2de7675556553a5f08e4c88d2c2287jek9,a79c0f5caf9727c13b5f1b9df6fc072ekytjv
0,53691811bd992911edb9f5f64f49d8f5luk1f,e739cd9362ec7781aaa2011b38dda228zj5a2,a3d2de7675556553a5f08e4c88d2c228q7vzq
0,622a477170c3e2215b7e3cdb06db93aezz6t7,3f3a30f7a411b82d923a90954a9a1e83az5td,4ed141c0d6dcde857712fb4e6f1548f7wit5j
0,c1c22607e7899ada525b74e757d248ac2b8ac,085896c8558e08f9c27a6ddb9d1309dbjifln,f46cc51ce319d8ff72a38ba25179efa7ufwr8
0,640f41f27c03aca0c45775eb918b666cnjsqv,a3d2de7675556553a5f08e4c88d2c228mnv8h,a3d2de7675556553a5f08e4c88d2c228y9o07
0,0f33df2513a519a35c8b3dcf1d7c7416jjjzk,f34cf3078c0d510f136ef066b7fbaa9e42dyl,551a778fe4dcc29c552c5128f9c356b9kgt9d
0,70daecd44c89c37525aa2ca294378ead4dggh,a3d2de7675556553a5f08e4c88d2c228j9snd,a3d2de7675556553a5f08e4c88d2c228wkhi0
1,c670e7fb466b09000f1053d2761752268bkfm,a3d2de7675556553a5f08e4c88d2c2289mb12,11c18f1609e2d104aabb57041b73127dit6pp
0,11b1859aaf7fa93818baa76007cf7207d8uwy,a3d2de7675556553a5f08e4c88d2c228g76j5,a3d2de7675556553a5f08e4c88d2c228firfp
0,1dec9ee102b29905e2f59a52fb7429826e8b4,a3d2de7675556553a5f08e4c88d2c228q3l1n,13457c0fe54cca460d18e28cfafd094e961xe
1,340d7ea497f16bdb912ec5c6ce467f71kk7hy,a3d2de7675556553a5f08e4c88d2c228y6rim,a3d2de7675556553a5f08e4c88d2c228jsz2h
0,4d0d345f552877998f41ba3cd1ba299885vu5,a3d2de7675556553a5f08e4c88d2c2287qzaj,5924a488253da832477795257e69d4d2pbdwx
1,74a35c4376559c911fdb5e9cfb78c5e4btqew,a3d2de7675556553a5f08e4c88d2c2283g6d8,1aa0f088fe8934ef831bc5ef06da83e1xl2n4
0,dbdb69d0032b0a251469107dd565b6c7irr4a,a3d2de7675556553a5f08e4c88d2c228qe3c2,4cfc9ae2941b6c025f2016a3ac4d130eit8nh
1,aabc211b4cf4d29e4ac7e7e361371622pockb,a3d2de7675556553a5f08e4c88d2c228pxtr6,a3d2de7675556553a5f08e4c88d2c228bxn98
0,e61c14d66cd5693d93cb0356d7f444ebinx9i,a3d2de7675556553a5f08e4c88d2c228aqswi,a3d2de7675556553a5f08e4c88d2c228j51l1
1,3d9910a238a0f282ad3132dd6fc981c8tv3tg,a3d2de7675556553a5f08e4c88d2c2281ehah,c856c4f51e949635cb567f7321bc0c6at1y78
1,4ef4b3e5727dc85f18aaf00ff9a1e936qyhp6,a3d2de7675556553a5f08e4c88d2c2284f20s,a3d2de7675556553a5f08e4c88d2c228s98b4
1,3d7cff3dedd8a8e02dbc551c6a61da3bibbvh,8afafc0824f86e8af8017e037396311cqqxtb,5e0db345d781856edfdd20895e7e190dq6zs1
1,6affd6d2976aa7c48dac70612fc8e31ddo7j5,a3d2de7675556553a5f08e4c88d2c228k8x6u,5e2f0a6e77f8fa7cac429738e58978a0y5m8e
1,46a28eaed47c29b4fd148a50cde44840u0bsn,b5445055af775b6cbd13e1872b97f8f1jhbrd,a713e4323ca6330ec8b6ae4a87ecf99b1497i
1,8c33cf751b05ca6a9d886a379a84a2ees9jlu,cd1ea709310b008859c0cdac916b9689qnduo,b9a1f8858fa2679f9dc45ebae7fc660condo9
1,1aa485901ede7baf78ea116e297e9d7f9en6i,a3d2de7675556553a5f08e4c88d2c228n1tgz,ca8d4b018cb62966eebb2974f5a83b4fo1zpr
1,5354c02817e47f28e60e44a40ca5e48dll4sz,1862ef3b7965993cc975a1161010e810w2bwo,58e5dc4d38d886f6c7abf0c264a51cb7alhj2
1,6c11cc7744fb52a632306ca8bf966cd1e4zxx,0875307e1731af94b3b64725ad0deb7dg45aa,a10741281aa478c1f3ce0c965debb359rzk56
0,d645e4b8b043a18bb1c8689572ad4fe16q3np,ceeba8a5e4edda8f1d2b14fbf9d777035s8tz,e23d9777cddc347de82d839b2e54b22e85ey4
0,77b342f0d8769898619a935e267eaad25rubb,a3d2de7675556553a5f08e4c88d2c228tn9of,a3d2de7675556553a5f08e4c88d2c2287pie0
0,c748f0d69cc89d5812c9fe3a6413bbb26351l,a3d2de7675556553a5f08e4c88d2c2282srp4,b4154a40d0edd76b39d00d171bddab393ghfl
1,5920a92dc2b65e257061017a04eb5361tpa9b,347717fbbf27c58b6051f0fafbccb6d4qhfhp,85b6a667cbed2715de7d584583bb9577h11uc
1,7505bfc1ca67a5ae14e329b46a88ab869ms9g,0875307e1731af94b3b64725ad0deb7dtn9t7,8a43dd2fcef08eb9a889c4e8a5251f733glnj
0,4997f0d7074a1d9f8bedf5575b6a4372w7nro,a3d2de7675556553a5f08e4c88d2c228p1yyy,3f62749b9eb8475a47607ccde3b9d20243c9g
0,124727083cd4159b40ff8d4b36a89340l6fga,a3d2de7675556553a5f08e4c88d2c228td35r,a3d2de7675556553a5f08e4c88d2c2282ujdy
0,eace2a2890644d703c619fff7e41a9a16k7lf,a3d2de7675556553a5f08e4c88d2c228cldu7,c05b1a43a0ea9ab97d7e789cad584ceathrhp
1,e12177ff9c1a8413996f7b1a590980c82ofeo,4ceb0ecc3a5bf6988c1639c112ea88eaoit7w,acb0169abfffe7093ba53f8a4472ff4b14lk7
1,2d2839fa92d1c8e94bdeb1fbb9e62149x6xc5,b0a4197bc483e81400b84d4d5ada8331mqz7l,01189c5cf2cd2a242ffaa812909fb2c9i3f1z
1,9655ccc7c0c193f1549475f02c54dce45kjw7,a04bad750c3144125fb80a399273bfa1wi6hx,fcec7ba7b352f0a5e62ca742391e8ab3yylj7
0,0c57d8eaa2708b768416ca91dd8daa2cqbl31,a3d2de7675556553a5f08e4c88d2c228q08pm,a3d2de7675556553a5f08e4c88d2c2282zmbe
0,953879d32e39e014cf8ce73daa2547cb2ke8t,a3d2de7675556553a5f08e4c88d2c2288fbr0,a3d2de7675556553a5f08e4c88d2c228cj7sq
1,061690ceb6004807b7906968bf382dfcbve7y,a3d2de7675556553a5f08e4c88d2c2288o042,a3d2de7675556553a5f08e4c88d2c228mmua8
1,7bb58b7875a093cbe7c5d487a825b730mjcw8,a3d2de7675556553a5f08e4c88d2c2283b82i,60514906c638e30bf583fe0c781bf506j69e9
0,f4294bb3abb69fa3183e7e851b58b278k83z3,a3d2de7675556553a5f08e4c88d2c2285r94k,04a7f938768489aa8b3463ac48121ec7j1hi6
0,39a5a16e5a67c2fb51789cea4d3091f0mv996,db4e55dcd38e9137a78303545dcfe23d7f90p,9155de696cf791e2ff6e349578490a43x5dj8
